Codigo;Producto;Mes;Contribucion al IPC;Clase_social
1140000;Leche, Queso Y Huevos;Julio;-0,00274578;Ingresos altos
1140000;Leche, Queso Y Huevos;Agosto;0,003744872;Ingresos altos
1140000;Leche, Queso Y Huevos;Septiembre;-0,002286483;Ingresos altos
1140000;Leche, Queso Y Huevos;Octubre;-0,001526889;Ingresos altos
1140000;Leche, Queso Y Huevos;Noviembre;-0,00290435;Ingresos altos
1140000;Leche, Queso Y Huevos;Diciembre;0,003753098;Ingresos altos
1150000;Aceites Y Grasas;Febrero;0,00111984;Ingresos altos
1150000;Aceites Y Grasas;Marzo;8,32593E-05;Ingresos altos
1150000;Aceites Y Grasas;Abril;0,002130847;Ingresos altos
1150000;Aceites Y Grasas;Mayo;0,00300843;Ingresos altos
1150000;Aceites Y Grasas;Junio;0,000670994;Ingresos altos
1150000;Aceites Y Grasas;Julio;0,001551274;Ingresos altos
1150000;Aceites Y Grasas;Agosto;0,002144366;Ingresos altos
1150000;Aceites Y Grasas;Septiembre;0,000951664;Ingresos altos
1150000;Aceites Y Grasas;Octubre;0,000176868;Ingresos altos
1150000;Aceites Y Grasas;Noviembre;0,000353527;Ingresos altos
1150000;Aceites Y Grasas;Diciembre;0;Ingresos altos
1160000;Frutas;Febrero;0,01074772;Ingresos altos
1160000;Frutas;Marzo;0,007693331;Ingresos altos
1160000;Frutas;Abril;0,015490021;Ingresos altos
1160000;Frutas;Mayo;-0,006016151;Ingresos altos
1160000;Frutas;Junio;-0,007972705;Ingresos altos
1160000;Frutas;Julio;0,032675392;Ingresos altos
1160000;Frutas;Agosto;0,033782509;Ingresos altos
1160000;Frutas;Septiembre;0,019435985;Ingresos altos
1160000;Frutas;Octubre;-0,002783952;Ingresos altos
1160000;Frutas;Noviembre;-0,034888518;Ingresos altos
1160000;Frutas;Diciembre;-0,026207941;Ingresos altos
1170000;Legumbres;Febrero;-0,008837948;Ingresos altos
1170000;Legumbres;Marzo;0,006200664;Ingresos altos
1170000;Legumbres;Abril;0,027241528;Ingresos altos
1170000;Legumbres;Mayo;0,014866988;Ingresos altos
1170000;Legumbres;Junio;-0,017323726;Ingresos altos
1170000;Legumbres;Julio;0,018666597;Ingresos altos
1170000;Legumbres;Agosto;-0,003626876;Ingresos altos
1170000;Legumbres;Septiembre;-0,004695648;Ingresos altos
1170000;Legumbres;Octubre;-0,024976638;Ingresos altos
1170000;Legumbres;Noviembre;-0,022595742;Ingresos altos
1170000;Legumbres;Diciembre;0,013684818;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Febrero;0,00394526;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Marzo;0,001953846;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Abril;0,00249091;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Mayo;0,003787879;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Junio;0,003783909;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Julio;0,001845441;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Agosto;0,00085087;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Septiembre;-0,000468072;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Octubre;0,000131858;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Noviembre;-0,000776145;Ingresos altos
1180000;Azúcar, Mermelada, Miel, Chocolate Y Dulces De Azúcar;Diciembre;-0,001189367;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Febrero;0,001084095;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Marzo;0,00444247;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Abril;0,00044181;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Mayo;0,004227523;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Junio;0,002919868;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Julio;0,004565702;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Agosto;-0,004696035;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Septiembre;0,002580771;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Octubre;-0,001883753;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Noviembre;-0,001299633;Ingresos altos
1190000;Productos Alimenticios No Incluidos Anteriormente;Diciembre;-0,000823431;Ingresos altos
1210000;Café, Té Y Cacao;Febrero;0,008533941;Ingresos altos
1210000;Café, Té Y Cacao;Marzo;0,009611535;Ingresos altos
1210000;Café, Té Y Cacao;Abril;0,009248405;Ingresos altos
1210000;Café, Té Y Cacao;Mayo;0,008277987;Ingresos altos
1210000;Café, Té Y Cacao;Junio;0,007878788;Ingresos altos
1210000;Café, Té Y Cacao;Julio;0,008921569;Ingresos altos
1210000;Café, Té Y Cacao;Agosto;0,00457813;Ingresos altos
1210000;Café, Té Y Cacao;Septiembre;0,002439489;Ingresos altos
1210000;Café, Té Y Cacao;Octubre;0,001961471;Ingresos altos
1210000;Café, Té Y Cacao;Noviembre;0,001164594;Ingresos altos
1210000;Café, Té Y Cacao;Diciembre;0,000173045;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Febrero;0,00598857;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Marzo;0,004016822;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Abril;0,001709594;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Mayo;0,001701937;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Junio;0,001334299;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Julio;-0,001371841;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Agosto;0,001906355;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Septiembre;-0,000505824;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Octubre;-8,44163E-05;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Noviembre;0,001583157;Ingresos altos
1220000;Aguas Minerales, Refrescos, Jugos De Frutas Y De Legumbres;Diciembre;0,001030038;Ingresos altos
