ID_Factura,Fecha_Venta,ID_Cliente,Categoria_Producto,Precio_Unitario,Cantidad,Canal_Venta
FAC_1362,2025-11-06,CLI_0278,Tapetes,81394,1,Tienda Física
FAC_1035,2025-08-08,CLI_0019,Tapetes,68857,1,Tienda Física
FAC_1138,2026-03-12,CLI_0229,Forros_Asiento,165029,1,Tienda Física
FAC_1869,2026-05-15,CLI_0010,Tapetes,83223,1,WhatsApp
FAC_1668,2026-02-22,CLI_0112,Accesorios,28861,2,WhatsApp
FAC_2079,2026-02-19,CLI_0243, Forros_Asiento ,72676,1,WhatsApp
FAC_1352,2026-06-04,CLI_0111,Tapetes,75894,1,Tienda Física
FAC_1654,2026-03-10,CLI_0293,Accesorios,25561,2,WhatsApp
FAC_1024,2026-05-01,CLI_0020,Forros_Asiento,144090,1,Tienda Física
FAC_1440,2026-02-19,,Accesorios,29480,1,Tienda Física
FAC_1542,2025-11-15,CLI_0162,Tapetes,102522,2,Tienda Física
FAC_2018,2025-12-25,CLI_0152,Tapetes,76565,1,Tienda Física
FAC_1781,2026-05-10,CLI_0192,Accesorios,27369,2,Tienda Física
FAC_1432,2025-11-24,CLI_0146,Forros_Asiento,155417,1,Tienda Física
FAC_2195,2026-01-21,CLI_0118,Forros_Asiento,159265,-2,WhatsApp
FAC_1508,2026-05-12,CLI_0198,Tapetes,95378,1,Web
FAC_1390,2026-06-03,CLI_0138,Accesorios,25759,1,Tienda Física
FAC_1762,2025-09-04,CLI_0051,Forros_Asiento,152113,1,Web
FAC_2021,2026-03-04,CLI_0049,Forros_Asiento,165494,1,Tienda Física
FAC_1685,2026-07-06,CLI_0126,Cubre_Volantes,49091,2,WhatsApp
FAC_2139,2026-04-11,CLI_0297,Tapetes,99120,1,Tienda Física
FAC_1636,2026-04-06,,Tapetes,88360,1,Tienda Física
FAC_1913,2026-02-10,CLI_0182,Forros_Asiento,163294,1,Tienda Física
FAC_1110,2026-03-22,CLI_0228,Accesorios,23205,1,Tienda Física
FAC_1595,2026-02-10,CLI_0007,Forros_Asiento,113636,2,Tienda Física
FAC_1779,2026-05-26,CLI_0143,Forros_Asiento,155269,2,WhatsApp
FAC_1587,2026-02-27,CLI_0142,Forros_Asiento,157310,1,WhatsApp
FAC_2063,2026-04-26,CLI_0218,Cubre_Volantes,48574,1,Tienda Física
FAC_1311,2025-12-26,CLI_0161,Forros_Asiento,154605,1,Tienda Física
FAC_1295,2025-09-11,CLI_0289,Forros_Asiento,159494,1,Tienda Física
FAC_1678,2026-03-19,CLI_0169,Forros_Asiento,156432,2,WhatsApp
FAC_1057,2025-09-13,CLI_0098,Tapetes,73628,1,Tienda Física
FAC_2105,2026-03-16,CLI_0125,Forros_Asiento,143274,3,WhatsApp
FAC_1942,2025-10-05,CLI_0059,Forros_Asiento,145466,1,Tienda Física
FAC_1852,2026-05-02,CLI_0277,Forros_Asiento,140572,1,Tienda Física
FAC_1354,2026-07-06,CLI_0232,Forros_Asiento,151840,2,WhatsApp
FAC_1159,2025-08-22,CLI_0168,Accesorios,24098,1,Web
FAC_1085,2026-01-07,CLI_0097,Accesorios,27207,1,Tienda Física
FAC_1754,2026-03-16,CLI_0178, Forros_Asiento ,22991,1,Tienda Física
FAC_1181,2025-10-09,CLI_0008,Tapetes,80518,1,Tienda Física
FAC_1107,2025-11-21,CLI_0055,Accesorios,29683,2,WhatsApp
FAC_1523,2026-06-30,CLI_0268,Forros_Asiento,150730,2,Tienda Física
FAC_1712,2025-08-12,CLI_0040,Tapetes,91705,1,Tienda Física
FAC_1184,2026-01-04,CLI_0176,Tapetes,84200,1,Tienda Física
FAC_2028,2025-08-19,CLI_0032,Tapetes,78745,1,Tienda Física
FAC_1491,2026-05-26,CLI_0158,Accesorios,22355,1,WhatsApp
FAC_1017,2025-12-11,CLI_0247,Forros_Asiento,147192,2,Tienda Física
FAC_1156,2026-03-21,CLI_0133,Tapetes,80732,1,Web
FAC_1291,2025-12-29,,Forros_Asiento,157256,1,WhatsApp
FAC_1935,2025-11-03,CLI_0213,Forros_Asiento,169756,1,Tienda Física
FAC_1208,2025-12-25,CLI_0277,Accesorios,25174,2,Tienda Física
FAC_2025,2026-07-15,,tapetes,141024,2,Tienda Física
FAC_2157,2025-09-17,CLI_0176,Tapetes,91490,2,Tienda Física
FAC_1561,2025-12-18,CLI_0289,Accesorios,26073,1,Tienda Física
FAC_1225,2025-08-18,CLI_0156,tapetes,95154,1,WhatsApp
FAC_1552,2026-01-11,CLI_0294, Forros_Asiento ,163017,1,Tienda Física
FAC_1053,2025-10-21,CLI_0142,Forros_Asiento,142452,2,Web
FAC_1490,2025-09-28,CLI_0134,Forros_Asiento,154233,2,WhatsApp
FAC_1241,2025-08-18,CLI_0038,Tapetes,83872,1,Tienda Física
FAC_1999,2026-04-24,CLI_0084,Forros_Asiento,146425,1,Tienda Física
FAC_1136,2026-03-28,CLI_0110,Tapetes,88300,1,Web
FAC_1293,2025-11-27,CLI_0275,Accesorios,27221,1,WhatsApp
FAC_1615,2025-12-30,CLI_0286,Forros_Asiento,155509,2,Tienda Física
FAC_2045,2026-06-23,CLI_0227,Tapetes,92054,1,Tienda Física
FAC_2185,2026-07-30,CLI_0264, Forros_Asiento ,23360,1,WhatsApp
FAC_1756,2026-01-13,CLI_0062,tapetes,158387,3,WhatsApp
FAC_1050,2026-01-28,CLI_0276,Forros_Asiento,151050,2,Tienda Física
FAC_1220,2025-10-11,CLI_0035,Tapetes,86543,2,WhatsApp
FAC_1919,2026-07-21,CLI_0076, Forros_Asiento ,26633,3,Tienda Física
FAC_2019,2026-03-14,CLI_0232,Forros_Asiento,135200,1,Web
FAC_2059,2025-12-10,CLI_0028,Tapetes,89929,-2,Tienda Física
FAC_1553,2026-04-17,CLI_0257,tapetes,24480,1,Tienda Física
FAC_1503,2026-01-21,CLI_0283,Tapetes,85902,1,Tienda Física
FAC_1979,2026-02-26,, Forros_Asiento ,128905,1,Tienda Física
FAC_1164,2026-01-22,CLI_0049,tapetes,93182,3,Tienda Física
FAC_2135,2026-03-07,CLI_0192,Forros_Asiento,166267,1,Tienda Física
FAC_1827,2025-10-14,CLI_0037,tapetes,147598,-2,Tienda Física
FAC_1482,2026-03-30,CLI_0183,Accesorios,27595,1,WhatsApp
FAC_1690,2026-06-25,CLI_0001,Tapetes,81607,1,Tienda Física
FAC_1601,2026-07-17,CLI_0109,Accesorios,25859,2,WhatsApp
FAC_1396,2025-09-03,CLI_0215,tapetes,142754,-1,Tienda Física
FAC_1698,2026-01-13,CLI_0161,Accesorios,27046,1,Tienda Física
FAC_1570,2025-11-09,CLI_0084,Forros_Asiento,146833,1,Web
FAC_1300,2026-02-09,,Tapetes,94643,1,WhatsApp
FAC_1885,2026-06-11,CLI_0266,Tapetes,94997,1,Tienda Física
FAC_1008,2026-07-16,,Forros_Asiento,156774,1,Web
FAC_2111,2025-12-22,CLI_0081,Forros_Asiento,132844,1,WhatsApp
FAC_1890,2025-08-31,CLI_0213, Forros_Asiento ,77894,1,WhatsApp
FAC_2133,2026-02-25,CLI_0294,Forros_Asiento,170037,-1,WhatsApp
FAC_1324,2025-12-17,CLI_0073,Tapetes,100641,1,Tienda Física
FAC_2078,2026-01-22,CLI_0195,Accesorios,28481,1,WhatsApp
FAC_2008,2025-12-28,CLI_0048,Cubre_Volantes,36813,1,Tienda Física
FAC_1551,2026-01-04,CLI_0167,Forros_Asiento,148825,1,Tienda Física
FAC_1024,2026-05-28,CLI_0193,Forros_Asiento,143936,1,Web
FAC_1685,2025-12-19,CLI_0126,tapetes,114757,1,Tienda Física
FAC_1389,2025-10-25,CLI_0176,Forros_Asiento,151607,2,Tienda Física
FAC_1211,2025-10-02,,Cubre_Volantes,53511,1,Web
FAC_1705,2026-07-08,CLI_0262,Forros_Asiento,133527,1,WhatsApp
FAC_1709,2026-03-01,CLI_0125,Tapetes,89767,1,Tienda Física
FAC_1267,2026-06-17,CLI_0274,Forros_Asiento,110643,1,WhatsApp
FAC_1324,2025-09-01,CLI_0278,Cubre_Volantes,38071,1,Tienda Física
FAC_1740,2026-06-06,CLI_0042,Forros_Asiento,175987,3,WhatsApp
FAC_1959,2025-08-25,CLI_0021,Accesorios,25076,1,Web
FAC_1410,2025-09-28,CLI_0280,tapetes,93172,1,Web
FAC_1390,2026-02-13,CLI_0273,tapetes,142171,1,WhatsApp
FAC_1456,2025-12-30,CLI_0275,Forros_Asiento,165980,1,Tienda Física
FAC_1277,2026-02-01,CLI_0164,Forros_Asiento,149547,1,Web
FAC_1580,2025-09-11,CLI_0173,Forros_Asiento,174966,2,Tienda Física
FAC_1182,2025-11-24,CLI_0005,Forros_Asiento,154901,2,WhatsApp
FAC_1571,2025-10-26,CLI_0108,Forros_Asiento,148130,1,Tienda Física
FAC_1474,2026-01-01,CLI_0102,Accesorios,20567,2,Tienda Física
FAC_1028,2026-03-13,CLI_0192,Tapetes,102699,1,Tienda Física
FAC_2010,2025-12-29,CLI_0239,Tapetes,95148,1,Tienda Física
FAC_1738,2026-05-20,CLI_0116,Cubre_Volantes,44111,1,Tienda Física
FAC_1145,2025-09-09,,Tapetes,76302,1,WhatsApp
FAC_1992,2025-10-12,CLI_0287,Tapetes,104832,1,WhatsApp
FAC_1477,2026-06-08,CLI_0126,Accesorios,25197,2,WhatsApp
FAC_1403,2026-03-29,CLI_0286,Accesorios,28035,1,Web
FAC_1072,2025-11-24,CLI_0135,Forros_Asiento,141965,2,Tienda Física
FAC_1191,2026-06-28,CLI_0141,Forros_Asiento,140793,1,WhatsApp
FAC_1578,2026-07-17,CLI_0164,Accesorios,27972,2,WhatsApp
FAC_1684,2025-09-08,CLI_0260,Forros_Asiento,173094,1,Tienda Física
FAC_1432,2026-05-21,CLI_0188,Forros_Asiento,138113,1,Tienda Física
FAC_1540,2025-12-26,CLI_0145,Tapetes,88320,2,Tienda Física
FAC_1426,2026-01-28,CLI_0013,Accesorios,24551,1,WhatsApp
FAC_2124,2026-01-04,CLI_0215,Forros_Asiento,145813,2,Web
FAC_1378,2025-11-03,CLI_0053,Tapetes,82633,2,WhatsApp
FAC_1791,2025-08-05,CLI_0281,Tapetes,81545,1,Tienda Física
FAC_1862,2026-07-15,CLI_0010,Accesorios,17451,1,WhatsApp
FAC_2177,2026-01-28,CLI_0178,Tapetes,88615,3,WhatsApp
FAC_1675,2025-09-22,CLI_0191,Accesorios,25591,2,Tienda Física
FAC_1948,2025-10-14,CLI_0290,Cubre_Volantes,41870,2,Tienda Física
FAC_1237,2025-11-23,CLI_0096,Tapetes,79677,1,Tienda Física
FAC_1642,2026-06-09,CLI_0157,Accesorios,22582,3,Web
FAC_1047,2025-11-18,CLI_0162,Accesorios,25462,1,Tienda Física
FAC_1935,2025-09-17,CLI_0177,Accesorios,24601,2,Tienda Física
FAC_1475,2026-01-29,CLI_0218,Cubre_Volantes,41628,1,Tienda Física
FAC_2127,2025-10-12,CLI_0175,Cubre_Volantes,47076,2,Tienda Física
FAC_1016,2026-04-20,CLI_0011,Accesorios,25478,-1,Web
FAC_1337,2026-02-08,CLI_0211, Forros_Asiento ,23455,1,WhatsApp
FAC_1344,2025-09-13,CLI_0028,Forros_Asiento,156118,1,WhatsApp
FAC_1008,2026-06-04,CLI_0227,Tapetes,87449,1,Tienda Física
FAC_1309,2026-01-02,CLI_0100,Forros_Asiento,143201,2,WhatsApp
FAC_1454,2026-04-16,CLI_0100,Forros_Asiento,144441,3,WhatsApp
FAC_1119,2025-08-01,,Tapetes,78692,1,Tienda Física
FAC_1086,2026-03-08,CLI_0065,Accesorios,2414100,3,WhatsApp
FAC_1897,2025-09-17,CLI_0118,Forros_Asiento,141838,1,WhatsApp
FAC_1747,2026-03-28,CLI_0013,Tapetes,87536,1,Tienda Física
FAC_2061,2026-05-10,CLI_0111,Forros_Asiento,146729,1,Tienda Física
FAC_1151,2026-06-10,CLI_0228, Forros_Asiento ,49113,1,Tienda Física
FAC_1312,2025-09-17,CLI_0272,Forros_Asiento,145965,2,WhatsApp
FAC_2035,2025-10-07,CLI_0134,Tapetes,82979,1,Tienda Física
FAC_1853,2025-08-10,CLI_0007,tapetes,168660,1,Tienda Física
FAC_2040,2026-03-11,CLI_0111,Forros_Asiento,152471,1,WhatsApp
FAC_1939,2026-06-26,CLI_0045, Forros_Asiento ,88155,2,Tienda Física
FAC_2102,2026-05-31,CLI_0079,Forros_Asiento,148451,1,Tienda Física
FAC_1590,2026-01-12,CLI_0119,Tapetes,86288,1,WhatsApp
FAC_2058,2026-07-02,CLI_0028,Cubre_Volantes,47416,1,WhatsApp
FAC_1324,2025-08-28,CLI_0026,Forros_Asiento,161525,2,WhatsApp
FAC_1142,2026-05-03,CLI_0049,Forros_Asiento,163551,1,Web
FAC_1458,2025-09-27,CLI_0159,Forros_Asiento,154515,2,WhatsApp
FAC_1006,2026-02-17,CLI_0054,Forros_Asiento,137472,3,Tienda Física
FAC_1570,2026-05-19,CLI_0122,Forros_Asiento,139515,2,WhatsApp
FAC_2034,2026-06-01,CLI_0210, Forros_Asiento ,162622,1,Tienda Física
FAC_1114,2026-04-05,CLI_0006,Forros_Asiento,184334,1,Tienda Física
FAC_1975,2025-08-02,CLI_0070,tapetes,143561,-1,Tienda Física
FAC_1339,2026-01-30,CLI_0187,Tapetes,62980,1,Web
FAC_1383,2026-07-11,CLI_0019,Tapetes,81397,1,Tienda Física
FAC_1933,2026-01-20,CLI_0125,Forros_Asiento,158027,2,Web
FAC_1653,2026-07-11,CLI_0247,Cubre_Volantes,46916,1,Tienda Física
FAC_1281,2026-02-09,CLI_0094,Accesorios,23177,2,WhatsApp
FAC_2004,2025-11-15,CLI_0093,tapetes,86973,1,Tienda Física
FAC_1397,2026-04-06,CLI_0252,Forros_Asiento,131243,1,Tienda Física
FAC_2149,2025-09-19,CLI_0155,Tapetes,79836,2,Tienda Física
FAC_1184,2026-01-16,CLI_0265,Tapetes,78232,1,Tienda Física
FAC_1170,2025-09-06,CLI_0089,Cubre_Volantes,44967,1,WhatsApp
FAC_1940,2026-02-01,CLI_0163,Forros_Asiento,171294,1,Tienda Física
FAC_1891,2025-08-05,CLI_0173,Tapetes,91654,1,Tienda Física
FAC_2036,2026-07-08,CLI_0114,Tapetes,96719,-1,Web
FAC_1076,2026-07-17,CLI_0193,Accesorios,26217,2,Tienda Física
FAC_1276,2026-06-06,CLI_0149,Accesorios,21149,3,Tienda Física
FAC_1257,2026-03-13,CLI_0154,tapetes,22753,1,WhatsApp
FAC_1213,2026-05-26,CLI_0242,Tapetes,83915,2,Tienda Física
FAC_1558,2026-04-15,CLI_0103, Forros_Asiento ,80318,1,Tienda Física
FAC_1514,2025-09-01,CLI_0195,Tapetes,73051,1,Tienda Física
FAC_1127,2026-04-17,CLI_0004,Accesorios,23367,2,Tienda Física
FAC_1223,2026-04-02,CLI_0279,tapetes,20553,-1,Web
FAC_1362,2026-04-21,CLI_0249,Forros_Asiento,175038,3,Tienda Física
FAC_1419,2026-03-14,CLI_0103,Forros_Asiento,137003,2,Tienda Física
FAC_1247,2026-01-23,CLI_0239,Forros_Asiento,160190,1,Tienda Física
FAC_2187,2026-06-29,CLI_0025,tapetes,27134,1,Tienda Física
FAC_1705,2025-12-09,CLI_0047, Forros_Asiento ,144620,1,WhatsApp
FAC_1926,2026-03-30,CLI_0149,Cubre_Volantes,42311,2,Tienda Física
FAC_1261,2025-10-04,CLI_0032,Forros_Asiento,172460,1,Tienda Física
FAC_2151,2025-08-17,CLI_0010,Accesorios,26421,1,Tienda Física
FAC_2116,2025-09-05,CLI_0123,Forros_Asiento,152168,1,WhatsApp
FAC_1952,2026-02-22,CLI_0292,Forros_Asiento,179935,3,Web
FAC_1534,2026-06-23,CLI_0198,Tapetes,81984,-1,Web
FAC_1807,2026-07-16,CLI_0081, Forros_Asiento ,90660,1,Tienda Física
FAC_1768,2025-08-14,CLI_0245,Forros_Asiento,144476,1,WhatsApp
FAC_2060,2025-12-02,CLI_0183,Accesorios,26144,2,Tienda Física
FAC_1419,2026-03-29,CLI_0128,Forros_Asiento,169371,1,Web
FAC_1276,2026-02-11,CLI_0078,Forros_Asiento,144012,1,WhatsApp
FAC_1898,2026-01-06,CLI_0168,Cubre_Volantes,38169,1,Tienda Física
FAC_1662,2026-06-19,CLI_0013, Forros_Asiento ,90940,1,Web
FAC_1235,2025-10-12,CLI_0095,Accesorios,25467,1,Tienda Física
FAC_1471,2026-01-13,CLI_0007,Forros_Asiento,155648,2,Tienda Física
FAC_2193,2026-04-18,CLI_0124, Forros_Asiento ,38945,2,Tienda Física
FAC_1882,2026-07-17,CLI_0140, Forros_Asiento ,131596,1,WhatsApp
FAC_1097,2026-05-14,CLI_0118,Forros_Asiento,140561,2,Tienda Física
FAC_1461,2026-03-31,CLI_0214,Forros_Asiento,146312,1,Tienda Física
FAC_1058,2026-01-14,CLI_0141, Forros_Asiento ,158115,1,WhatsApp
FAC_1223,2026-06-24,CLI_0128,Accesorios,25659,1,WhatsApp
FAC_1806,2026-03-30,CLI_0202,Forros_Asiento,135543,1,Web
FAC_1622,2026-05-08,CLI_0006,Forros_Asiento,156073,1,Tienda Física
FAC_1819,2026-03-07,CLI_0219,Cubre_Volantes,38980,1,Tienda Física
FAC_1102,2025-12-03,CLI_0291,Forros_Asiento,155858,3,Tienda Física
FAC_2038,2025-08-30,CLI_0295,Forros_Asiento,153109,1,Tienda Física
FAC_1260,2026-03-22,CLI_0148,Cubre_Volantes,44475,1,Tienda Física
FAC_1314,2025-08-28,CLI_0290, Forros_Asiento ,73953,2,WhatsApp
FAC_2055,2025-11-14,CLI_0048,Forros_Asiento,125174,3,Tienda Física
FAC_1714,2025-08-11,CLI_0150,Tapetes,103320,1,Web
FAC_1826,2026-01-07,CLI_0025,Forros_Asiento,158965,2,Tienda Física
FAC_2003,2025-08-26,CLI_0137,Tapetes,90280,1,Tienda Física
FAC_1170,2026-01-02,CLI_0106,Cubre_Volantes,50059,1,WhatsApp
FAC_1154,2026-05-08,CLI_0283,Forros_Asiento,149624,3,Tienda Física
FAC_1251,2026-04-06,CLI_0271,Forros_Asiento,154748,1,WhatsApp
FAC_1184,2025-12-28,CLI_0041,Tapetes,87242,1,Tienda Física
FAC_1591,2025-10-22,CLI_0047,Accesorios,25897,1,Tienda Física
FAC_1473,2025-08-09,, Forros_Asiento ,146305,2,WhatsApp
FAC_1978,2025-10-18,CLI_0077, Forros_Asiento ,157495,1,WhatsApp
FAC_1905,2025-08-03,CLI_0091,Forros_Asiento,124846,1,Tienda Física
FAC_1153,2025-10-08,CLI_0107,Forros_Asiento,160249,1,Tienda Física
FAC_1100,2025-11-13,CLI_0137,Forros_Asiento,162155,1,Tienda Física
FAC_1121,2026-03-09,CLI_0123,Accesorios,27498,1,WhatsApp
FAC_1071,2026-01-11,CLI_0037, Forros_Asiento ,101936,1,WhatsApp
FAC_1254,2026-06-04,CLI_0186,Tapetes,97741,1,Tienda Física
FAC_1272,2026-03-19,CLI_0088,Forros_Asiento,139644,1,Web
FAC_1305,2026-02-18,,Forros_Asiento,142603,2,Tienda Física
FAC_1633,2026-06-02,CLI_0202,Cubre_Volantes,45191,1,Web
FAC_1542,2025-08-02,CLI_0083,Accesorios,27022,1,Tienda Física
FAC_1146,2025-09-13,CLI_0234,Forros_Asiento,133722,1,Tienda Física
FAC_1071,2026-01-10,CLI_0153,Forros_Asiento,165734,1,WhatsApp
FAC_2138,2026-07-03,CLI_0110,Forros_Asiento,158421,1,Tienda Física
FAC_1334,2026-05-23,CLI_0109,Tapetes,83046,1,Tienda Física
FAC_1915,2025-12-30,CLI_0076,Forros_Asiento,156265,2,WhatsApp
FAC_2169,2026-05-29,CLI_0285,Accesorios,30141,1,Tienda Física
FAC_1280,2025-10-14,CLI_0112,Tapetes,78480,2,Tienda Física
FAC_2162,2026-03-25,CLI_0150,Forros_Asiento,151681,2,Tienda Física
FAC_2187,2026-02-03,CLI_0122,Forros_Asiento,173583,1,Tienda Física
FAC_1381,2025-09-22,CLI_0028,Forros_Asiento,151586,1,Tienda Física
FAC_1728,2026-03-17,CLI_0118,Forros_Asiento,137769,1,Tienda Física
FAC_1346,2026-02-23,CLI_0175,tapetes,49596,3,WhatsApp
FAC_1836,2026-05-27,CLI_0141,Accesorios,22882,2,WhatsApp
FAC_1447,2026-04-26,CLI_0245,Tapetes,76381,1,Tienda Física
FAC_1551,2026-04-08,CLI_0071,Forros_Asiento,156502,1,Tienda Física
FAC_1023,2026-05-22,CLI_0103,Accesorios,27731,2,Tienda Física
FAC_1547,2025-10-24,CLI_0117,Forros_Asiento,189311,1,Tienda Física
FAC_2078,2026-02-15,CLI_0073,Accesorios,25874,1,Tienda Física
FAC_1319,2026-07-12,CLI_0118, Forros_Asiento ,25903,1,WhatsApp
FAC_1009,2026-01-12,CLI_0271,Tapetes,87836,1,Tienda Física
FAC_1170,2025-09-11,CLI_0048,Forros_Asiento,168561,1,Tienda Física
FAC_1916,2026-01-23,,Forros_Asiento,129927,1,WhatsApp
FAC_1759,2025-10-23,CLI_0045,Tapetes,84688,1,Web
FAC_1175,2026-07-21,CLI_0206, Forros_Asiento ,138737,1,Tienda Física
FAC_1717,2026-06-24,CLI_0122,Forros_Asiento,140928,1,Tienda Física
FAC_1435,2025-09-29,,Cubre_Volantes,49995,1,Tienda Física
FAC_2059,2026-03-02,CLI_0207,Forros_Asiento,158981,2,Tienda Física
FAC_1238,2025-12-29,CLI_0295,tapetes,97201,1,WhatsApp
FAC_2035,2026-06-16,,Accesorios,22997,2,Tienda Física
FAC_2158,2026-06-25,CLI_0215,Accesorios,25890,1,WhatsApp
FAC_1031,2026-01-12,CLI_0245,Tapetes,89503,1,WhatsApp
FAC_1459,2026-02-16,,Forros_Asiento,177139,1,Tienda Física
FAC_1080,2026-04-01,CLI_0094,Tapetes,88311,1,WhatsApp
FAC_1362,2025-12-10,CLI_0218,Accesorios,25948,2,WhatsApp
FAC_2176,2026-01-30,CLI_0224,Forros_Asiento,157661,2,Tienda Física
FAC_1459,2026-03-27,CLI_0222, Forros_Asiento ,103598,1,Tienda Física
FAC_2137,2026-02-09,CLI_0110,tapetes,83758,2,Tienda Física
FAC_1227,2026-04-28,CLI_0207,Tapetes,92209,1,WhatsApp
FAC_1176,2025-12-20,CLI_0028,Accesorios,22626,2,Tienda Física
FAC_1025,2025-08-06,CLI_0096,Tapetes,80226,1,Tienda Física
FAC_2015,2026-02-25,CLI_0217,Tapetes,85810,1,WhatsApp
FAC_2162,2026-01-04,CLI_0104,Accesorios,26676,1,WhatsApp
FAC_1935,2025-12-13,CLI_0256,Forros_Asiento,161158,1,Web
FAC_1594,2025-08-16,CLI_0163,Accesorios,26506,2,Tienda Física
FAC_1730,2025-12-20,,Forros_Asiento,152582,1,WhatsApp
FAC_2112,2026-05-12,CLI_0183,Tapetes,76230,2,WhatsApp
FAC_1076,2026-05-21,,Tapetes,102104,2,Tienda Física
FAC_1418,2025-09-29,CLI_0153,Tapetes,100034,-1,Tienda Física
FAC_1183,2026-02-04,CLI_0051,Tapetes,88125,1,Tienda Física
FAC_1084,2026-06-13,CLI_0166,Tapetes,83971,2,Tienda Física
FAC_1395,2026-03-14,CLI_0055,Forros_Asiento,179312,1,WhatsApp
FAC_1682,2026-04-16,CLI_0059,Forros_Asiento,153030,2,WhatsApp
FAC_1437,2026-04-22,,Tapetes,78688,1,WhatsApp
FAC_2089,2025-10-05,,Tapetes,73772,3,Tienda Física
FAC_1500,2026-01-13,CLI_0020,Tapetes,68057,1,Web
FAC_1313,2025-09-03,CLI_0293,Tapetes,63498,-1,WhatsApp
FAC_1066,2025-12-27,CLI_0299,Tapetes,86457,1,Tienda Física
FAC_1136,2026-02-28,CLI_0128,Forros_Asiento,137888,1,WhatsApp
FAC_1129,2026-07-26,CLI_0045,Forros_Asiento,162513,2,Web
FAC_1113,2026-07-11,CLI_0256,Tapetes,95308,1,WhatsApp
FAC_1680,2025-09-11,CLI_0264,Cubre_Volantes,46298,1,Web
FAC_1501,2026-04-03,CLI_0119,Accesorios,24114,1,Tienda Física
FAC_1218,2026-01-05,CLI_0011,Tapetes,82238,2,WhatsApp
FAC_2064,2026-01-29,CLI_0050,Tapetes,84183,1,Tienda Física
FAC_1056,2026-06-18,CLI_0293,Forros_Asiento,146157,1,WhatsApp
FAC_1221,2025-10-07,CLI_0110,Cubre_Volantes,37340,1,WhatsApp
FAC_1235,2025-10-25,CLI_0013,Forros_Asiento,128775,1,Tienda Física
FAC_1378,2025-08-13,CLI_0166,Forros_Asiento,144308,1,WhatsApp
FAC_1276,2025-10-26,CLI_0011,Forros_Asiento,149528,1,Tienda Física
FAC_1871,2026-04-17,CLI_0128,Accesorios,25591,1,Tienda Física
FAC_1557,2025-10-02,CLI_0145,Tapetes,84188,1,Tienda Física
FAC_2070,2026-05-20,CLI_0181,Cubre_Volantes,51955,1,Tienda Física
FAC_1946,2025-12-06,CLI_0106,tapetes,89605,2,Tienda Física
FAC_1368,2025-08-17,CLI_0219,Tapetes,82629,2,Tienda Física
FAC_1971,2025-11-17,CLI_0038,Tapetes,91348,3,WhatsApp
FAC_1234,2025-11-10,,Forros_Asiento,145903,2,Tienda Física
FAC_1872,2026-04-10,CLI_0229,Accesorios,24391,1,Tienda Física
FAC_1602,2026-06-27,CLI_0132,Accesorios,27744,1,Web
FAC_1542,2026-04-09,CLI_0191,Cubre_Volantes,41047,2,Tienda Física
FAC_1237,2026-07-23,CLI_0237,Forros_Asiento,136370,1,Tienda Física
FAC_1806,2025-12-27,CLI_0247, Forros_Asiento ,51218,-2,Tienda Física
FAC_1316,2025-09-27,CLI_0256,Forros_Asiento,168269,1,Tienda Física
FAC_1149,2026-07-19,CLI_0190,Tapetes,88413,1,Web
FAC_1048,2026-02-25,CLI_0084,Forros_Asiento,152031,-1,Tienda Física
FAC_1934,2025-09-14,CLI_0205, Forros_Asiento ,158022,2,Tienda Física
FAC_1679,2026-06-09,CLI_0058,Forros_Asiento,129270,1,Tienda Física
FAC_1721,2025-08-06,CLI_0111, Forros_Asiento ,45639,1,Web
FAC_1355,2026-05-22,CLI_0272,Tapetes,98523,1,WhatsApp
FAC_1859,2026-02-07,CLI_0013,Accesorios,29718,1,WhatsApp
FAC_1774,2025-11-19,CLI_0094,Forros_Asiento,144224,1,Tienda Física
FAC_2049,2026-01-03,CLI_0201,Forros_Asiento,186150,1,Tienda Física
FAC_2194,2026-04-04,CLI_0137, Forros_Asiento ,25762,1,WhatsApp
FAC_1501,2026-06-02,CLI_0265, Forros_Asiento ,149317,1,Tienda Física
FAC_1660,2025-11-23,CLI_0072,Tapetes,86115,1,Web
FAC_1622,2026-07-28,,Tapetes,74343,1,Tienda Física
FAC_1281,2026-07-25,CLI_0213,Tapetes,87368,1,Tienda Física
FAC_1039,2025-11-16,CLI_0192,Cubre_Volantes,42120,1,Tienda Física
FAC_1348,2025-08-26,CLI_0149,Forros_Asiento,140771,1,Web
FAC_1345,2026-03-27,CLI_0273,Tapetes,84012,1,WhatsApp
FAC_1705,2026-05-10,CLI_0293,Forros_Asiento,163102,1,WhatsApp
FAC_1937,2025-11-29,CLI_0058,Accesorios,22593,1,Tienda Física
FAC_2162,2025-10-19,CLI_0188,Tapetes,67484,1,Web
FAC_2200,2025-09-16,CLI_0284,Forros_Asiento,140940,1,Tienda Física
FAC_1503,2025-12-05,CLI_0137,Forros_Asiento,142973,1,Tienda Física
FAC_1692,2026-06-11,CLI_0237,Accesorios,22799,1,Tienda Física
FAC_1247,2026-01-12,CLI_0073,Tapetes,83411,1,WhatsApp
FAC_1859,2026-02-10,CLI_0005, Forros_Asiento ,27162,-1,Tienda Física
FAC_1771,2025-11-18,CLI_0105,Cubre_Volantes,44119,2,WhatsApp
